,country.value,date,Life Expectancy,country.value_right,date_right,Health Expenditure
960,Cyprus,2011,79.999,Cyprus,2011,79.999
961,Cyprus,2010,79.665,Cyprus,2010,79.665
962,Cyprus,2009,79.401,Cyprus,2009,79.401
963,Cyprus,2008,78.981,Cyprus,2008,78.981
964,Cyprus,2007,78.81,Cyprus,2007,78.81
965,Cyprus,2006,78.371,Cyprus,2006,78.371
966,Cyprus,2005,78.101,Cyprus,2005,78.101
967,Cyprus,2004,77.944,Cyprus,2004,77.944
968,Cyprus,2003,77.788,Cyprus,2003,77.788
969,Cyprus,2002,77.487,Cyprus,2002,77.487
970,Cyprus,2001,76.989,Cyprus,2001,76.989
971,Cyprus,2000,76.568,Cyprus,2000,76.568
972,Cyprus,1999,76.295,Cyprus,1999,76.295
973,Cyprus,1998,76.182,Cyprus,1998,76.182
974,Cyprus,1997,75.841,Cyprus,1997,75.841
975,Cyprus,1996,75.522,Cyprus,1996,75.522
976,Cyprus,1995,75.133,Cyprus,1995,75.133
977,Cyprus,1994,74.72,Cyprus,1994,74.72
978,Cyprus,1993,74.65,Cyprus,1993,74.65
979,Cyprus,1992,74.177,Cyprus,1992,74.177
980,Cyprus,1991,73.716,Cyprus,1991,73.716
981,Cyprus,1990,73.539,Cyprus,1990,73.539
982,Cyprus,1989,73.48,Cyprus,1989,73.48
983,Cyprus,1988,73.129,Cyprus,1988,73.129
984,Cyprus,1987,73.089,Cyprus,1987,73.089
985,Cyprus,1986,72.651,Cyprus,1986,72.651
986,Cyprus,1985,72.647,Cyprus,1985,72.647
987,Cyprus,1984,72.255,Cyprus,1984,72.255
988,Cyprus,1983,72.311,Cyprus,1983,72.311
989,Cyprus,1982,71.981,Cyprus,1982,71.981
990,Cyprus,1981,71.941,Cyprus,1981,71.941
991,Cyprus,1980,71.95,Cyprus,1980,71.95
992,Cyprus,1979,71.895,Cyprus,1979,71.895
993,Cyprus,1978,71.767,Cyprus,1978,71.767
994,Cyprus,1977,71.302,Cyprus,1977,71.302
995,Cyprus,1976,71.04,Cyprus,1976,71.04
996,Cyprus,1975,70.518,Cyprus,1975,70.518
997,Cyprus,1974,55.23,Cyprus,1974,55.23
998,Cyprus,1973,70.163,Cyprus,1973,70.163
999,Cyprus,1972,69.811,Cyprus,1972,69.811
1000,World,2021,,World,2021,
1001,World,2020,72.26501127,World,2020,72.26501127
1002,World,2019,72.97684987,World,2019,72.97684987
1003,World,2018,72.78523684,World,2018,72.78523684
1004,World,2017,72.54304407,World,2017,72.54304407
1005,World,2016,72.34522142,World,2016,72.34522142
1006,World,2015,72.09550069,World,2015,72.09550069
1007,World,2014,71.88145395,World,2014,71.88145395
1008,World,2013,71.57741222,World,2013,71.57741222
1009,World,2012,71.28406932,World,2012,71.28406932
1010,World,2011,71.00785702,World,2011,71.00785702
1011,World,2010,70.67061712,World,2010,70.67061712
1012,World,2009,70.40137773,World,2009,70.40137773
1013,World,2008,70.00608347,World,2008,70.00608347
1014,World,2007,69.83526843,World,2007,69.83526843
1015,World,2006,69.57018726,World,2006,69.57018726
1016,World,2005,69.19839279,World,2005,69.19839279
1017,World,2004,68.86169982,World,2004,68.86169982
1018,World,2003,68.60681056,World,2003,68.60681056
1019,World,2002,68.33037926,World,2002,68.33037926
1020,World,2001,68.05179944,World,2001,68.05179944
1021,World,2000,67.70005399,World,2000,67.70005399
1022,World,1999,67.38653519,World,1999,67.38653519
1023,World,1998,67.09133969,World,1998,67.09133969
1024,World,1997,66.82225565,World,1997,66.82225565
1025,World,1996,66.47254911,World,1996,66.47254911
1026,World,1995,66.20836772,World,1995,66.20836772
1027,World,1994,66.01739655,World,1994,66.01739655
1028,World,1993,65.7732337,World,1993,65.7732337
1029,World,1992,65.59010214,World,1992,65.59010214
1030,World,1991,65.33791908,World,1991,65.33791908
1031,World,1990,65.18087966,World,1990,65.18087966
1032,World,1989,65.01676908,World,1989,65.01676908
1033,World,1988,64.67890395,World,1988,64.67890395
1034,World,1987,64.50673474,World,1987,64.50673474
1035,World,1986,64.20234634,World,1986,64.20234634
1036,World,1985,63.80667659,World,1985,63.80667659
1037,World,1984,63.51330354,World,1984,63.51330354
1038,World,1983,63.20813815,World,1983,63.20813815
1039,World,1982,62.96432231,World,1982,62.96432231
1040,World,1981,62.60091019,World,1981,62.60091019
1041,World,1980,62.22485319,World,1980,62.22485319
1042,World,1979,61.89724234,World,1979,61.89724234
1043,World,1978,61.48096,World,1978,61.48096
1044,World,1977,61.12472075,World,1977,61.12472075
1045,World,1976,60.63261402,World,1976,60.63261402
1046,World,1975,60.17365024,World,1975,60.17365024
1047,World,1974,59.71818923,World,1974,59.71818923
1048,World,1973,59.29207433,World,1973,59.29207433
1049,World,1972,58.78696633,World,1972,58.78696633
