Country,date,Life Expectancy,Health Expenditure
Uganda,1985,45.381,
Uganda,1984,43.752,
Uganda,1983,43.519,
Uganda,1982,43.185,
Uganda,1981,43.09,
Uganda,1980,42.949,
Uganda,1979,44.981,
Uganda,1978,45.207,
Uganda,1977,45.511,
Uganda,1976,45.869,
Uganda,1975,46.267,
Uganda,1974,46.612,
Uganda,1973,46.84,
Uganda,1972,46.967,
United States,2021,,
United States,2020,77.2804878,
United States,2019,78.78780488,16.76706314
United States,2018,78.63902439,16.68710518
United States,2017,78.53902439,16.80583572
United States,2016,78.53902439,16.84432411
United States,2015,78.6902439,16.52407265
United States,2014,78.84146341,16.25333214
United States,2013,78.74146341,16.06451797
United States,2012,78.74146341,16.17543411
United States,2011,78.64146341,16.1985054
United States,2010,78.54146341,16.25922203
United States,2009,78.3902439,16.23350334
United States,2008,78.03902439,15.2670145
United States,2007,77.98780488,14.93882084
United States,2006,77.68780488,14.71834183
United States,2005,77.48780488,14.60504532
United States,2004,77.48780488,14.59480953
United States,2003,77.03658537,14.49863911
United States,2002,76.93658537,13.98185062
United States,2001,76.83658537,13.16362572
United States,2000,76.63658537,12.48431969
United States,1999,76.58292683,
United States,1998,76.5804878,
United States,1997,76.42926829,
United States,1996,76.02682927,
United States,1995,75.62195122,
United States,1994,75.6195122,
United States,1993,75.4195122,
United States,1992,75.61707317,
United States,1991,75.36585366,
United States,1990,75.21463415,
United States,1989,75.01707317,
United States,1988,74.76585366,
United States,1987,74.76585366,
United States,1986,74.61463415,
United States,1985,74.56341463,
United States,1984,74.56341463,
United States,1983,74.46341463,
United States,1982,74.36097561,
United States,1981,74.0097561,
United States,1980,73.6097561,
United States,1979,73.80487805,
United States,1978,73.35609756,
United States,1977,73.25609756,
United States,1976,72.85609756,
United States,1975,72.60487805,
United States,1974,71.95609756,
United States,1973,71.35609756,
United States,1972,71.15609756,
Cyprus,2021,,
Cyprus,2020,81.391,
Cyprus,2019,81.397,7.00903225
Cyprus,2018,81.382,6.77018547
Cyprus,2017,81.328,6.59893894
Cyprus,2016,81.056,6.62359428
Cyprus,2015,80.966,6.75352287
Cyprus,2014,80.771,6.95228958
Cyprus,2013,80.402,6.94518471
Cyprus,2012,80.109,6.55474567
Cyprus,2011,79.999,6.44928503
Cyprus,2010,79.665,6.51767111
Cyprus,2009,79.401,6.46531582
Cyprus,2008,78.981,6.01427698
Cyprus,2007,78.81,5.35744858
Cyprus,2006,78.371,5.46357489
Cyprus,2005,78.101,5.43580961
Cyprus,2004,77.944,5.40558147
Cyprus,2003,77.788,5.63568783
Cyprus,2002,77.487,5.61565971
Cyprus,2001,76.989,5.33940458
Cyprus,2000,76.568,5.30800056
Cyprus,1999,76.295,
Cyprus,1998,76.182,
Cyprus,1997,75.841,
Cyprus,1996,75.522,
Cyprus,1995,75.133,
Cyprus,1994,74.72,
Cyprus,1993,74.65,
Cyprus,1992,74.177,
Cyprus,1991,73.716,
Cyprus,1990,73.539,
Cyprus,1989,73.48,
Cyprus,1988,73.129,
Cyprus,1987,73.089,
Cyprus,1986,72.651,
Cyprus,1985,72.647,
Cyprus,1984,72.255,
Cyprus,1983,72.311,
Cyprus,1982,71.981,
Cyprus,1981,71.941,
Cyprus,1980,71.95,
Cyprus,1979,71.895,
Cyprus,1978,71.767,
Cyprus,1977,71.302,
Cyprus,1976,71.04,
Cyprus,1975,70.518,
Cyprus,1974,55.23,
Cyprus,1973,70.163,
Cyprus,1972,69.811,
World,2021,,
World,2020,72.26501127,
World,2019,72.97684987,9.830195007
World,2018,72.78523684,9.70124125
World,2017,72.54304407,9.764234819
World,2016,72.34522142,9.860608314
World,2015,72.09550069,9.734809745
World,2014,71.88145395,9.444223557
World,2013,71.57741222,9.365148321
World,2012,71.28406932,9.387267398
World,2011,71.00785702,9.378522493
World,2010,70.67061712,9.49435116
World,2009,70.40137773,9.82725746
World,2008,70.00608347,9.097818194
World,2007,69.83526843,9.101161338
World,2006,69.57018726,9.25767889
World,2005,69.19839279,9.338414446
World,2004,68.86169982,9.418922151
World,2003,68.60681056,9.516852521
World,2002,68.33037926,9.368363332
World,2001,68.05179944,9.026290372
World,2000,67.70005399,8.629558321
World,1999,67.38653519,
World,1998,67.09133969,
World,1997,66.82225565,
World,1996,66.47254911,
World,1995,66.20836772,
World,1994,66.01739655,
World,1993,65.7732337,
World,1992,65.59010214,
World,1991,65.33791908,
World,1990,65.18087966,
World,1989,65.01676908,
World,1988,64.67890395,
World,1987,64.50673474,
World,1986,64.20234634,
World,1985,63.80667659,
World,1984,63.51330354,
World,1983,63.20813815,
World,1982,62.96432231,
World,1981,62.60091019,
World,1980,62.22485319,
World,1979,61.89724234,
World,1978,61.48096,
World,1977,61.12472075,
World,1976,60.63261402,
World,1975,60.17365024,
World,1974,59.71818923,
World,1973,59.29207433,
World,1972,58.78696633,
